iid,gender,pid,match,int_corr,samerace,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,career,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,career_c
35,0,44,0,-0.09,1,24,2,1,8,7,8,,8,6,8,7,2,25,Mathematics,2,,2,9,7,Capital Markets,0,5,8,7,7,7,5,6,6,2,7
35,0,45,1,-0.01,1,28,2,1,8,6,7,6,7,7,7,7,2,25,Mathematics,2,,2,9,7,Capital Markets,1,7,8,9,7,8,9,8,8,2,7
35,0,46,1,0.01,1,26,2,1,8,8,8,6,9,8,8,5,2,25,Mathematics,2,,2,9,7,Capital Markets,1,8,8,9,9,8,10,8,8,2,7
35,0,47,0,-0.21,1,30,2,1,7,5,6,5,6,4,6,3,2,25,Mathematics,2,,2,9,7,Capital Markets,0,5,6,8,8,7,8,6,8,2,7
35,0,48,0,0.45,1,22,2,0,7,7,8,5,5,4,6,6,2,25,Mathematics,2,,2,9,7,Capital Markets,1,8,8,7,8,7,6,7,7,2,7
35,0,49,1,0.18,0,25,4,1,8,8,10,5,6,5,7,4,2,25,Mathematics,2,,2,9,7,Capital Markets,1,7,9,9,9,9,10,8,8,2,7
35,0,50,1,0.27,0,27,1,1,7,,,,,,7,7,2,25,Mathematics,2,,2,9,7,Capital Markets,1,6,8,8,10,8,9,8,10,2,7
35,0,51,0,0.09,1,23,2,0,8,4,8,1,7,1,3,2,2,25,Mathematics,2,,2,9,7,Capital Markets,1,8,8,6,6,7,6,7,5,2,7
35,0,52,0,0.43,1,21,2,1,7,7,8,6,6,5,6,4,2,25,Mathematics,2,,2,9,7,Capital Markets,0,6,7,10,7,7,9,7,8,2,7
35,0,53,1,-0.2,1,28,2,1,8,7,8,8,8,6,8,6,2,25,Mathematics,2,,2,9,7,Capital Markets,1,8,8,8,8,8,6,8,7,2,7
35,0,54,0,-0.29,1,28,2,1,8,8,9,7,8,7,7,6,2,25,Mathematics,2,,2,9,7,Capital Markets,0,6,8,8,6,7,9,7,8,2,7
35,0,55,0,0.33,0,23,1,1,8,8,8,9,9,8,8,5,2,25,Mathematics,2,,2,9,7,Capital Markets,0,6,8,8,8,8,6,8,8,2,7
36,0,40,0,-0.04,0,25,4,0,5,8,9,7,8,4,3,2,2,26,Statistics,2,,2,7,8,Biostatistics,0,2,5,2,3,1,3,2,5,2,4
36,0,41,0,-0.39,0,30,4,0,5,5,5,5,5,,,,2,26,Statistics,2,,2,7,8,Biostatistics,0,1,2,2,1,8,2,2,5,2,4
36,0,42,0,0.29,0,23,4,0,4,7,7,5,6,,4,3,2,26,Statistics,2,,2,7,8,Biostatistics,0,2,2,4,1,5,1,2,3,2,4
36,0,43,0,0.05,1,24,2,1,6,5,5,4,5,4,5,4,2,26,Statistics,2,,2,7,8,Biostatistics,0,1,1,1,1,1,1,1,6,2,4
36,0,44,0,0.48,1,24,2,1,7,7,7,5,6,7,9,8,2,26,Statistics,2,,2,7,8,Biostatistics,0,1,1,1,1,1,1,1,5,,4
36,0,45,0,-0.06,1,28,2,1,7,7,8,7,7,7,7,7,2,26,Statistics,2,,2,7,8,Biostatistics,0,2,2,5,2,8,4,3,5,2,4
36,0,46,0,0.29,1,26,2,0,6,7,8,6,9,7,6,4,2,26,Statistics,2,,2,7,8,Biostatistics,0,2,5,4,3,4,2,3,5,2,4
36,0,47,0,0.16,1,30,2,1,6,6,6,5,8,4,5,6,2,26,Statistics,2,,2,7,8,Biostatistics,0,1,3,5,1,2,1,1,6,1,4
36,0,48,0,0.28,1,22,2,0,6,8,7,7,9,4,6,7,2,26,Statistics,2,,2,7,8,Biostatistics,0,3,1,2,2,2,3,2,5,2,4
36,0,49,1,0,0,25,4,1,8,8,7,7,10,5,8,4,2,26,Statistics,2,,2,7,8,Biostatistics,1,4,5,8,8,10,8,8,5,1,4
36,0,50,0,-0.02,0,27,1,0,7,,,,,,7,7,2,26,Statistics,2,,2,7,8,Biostatistics,0,5,4,8,5,8,3,5,3,2,4
36,0,51,1,-0.47,1,23,2,1,5,6,8,5,5,2,5,4,2,26,Statistics,2,,2,7,8,Biostatistics,1,5,2,6,2,5,4,5,6,2,4
36,0,52,0,-0.15,1,21,2,1,6,6,6,7,5,5,6,3,2,26,Statistics,2,,2,7,8,Biostatistics,0,1,5,5,2,5,2,3,6,2,4
36,0,53,0,0.77,1,28,2,0,7,8,8,7,8,6,6,7,2,26,Statistics,2,,2,7,8,Biostatistics,1,9,8,8,5,6,7,7,6,2,4
36,0,54,0,0.83,1,28,2,0,9,8,7,6,7,6,7,6,2,26,Statistics,2,,2,7,8,Biostatistics,0,3,4,6,4,5,2,4,5,2,4
36,0,55,0,-0.12,0,23,1,1,6,9,9,8,9,7,7,8,2,26,Statistics,2,,2,7,8,Biostatistics,0,5,6,8,6,8,4,5,5,2,4
37,0,40,0,0.13,0,25,4,0,4,6,8,7,6,3,1,1,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,0,2,4,5,4,4,3,3,6,2,7
37,0,41,0,-0.14,0,30,4,0,5,5,5,5,5,,,,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,0,2,5,6,3,4,3,3,5,2,7
37,0,42,0,0.07,0,23,4,0,4,8,9,6,4,,4,2,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,4,4,6,7,5,4,4,5,2,7
37,0,43,0,-0.02,1,24,2,0,4,6,7,3,6,4,4,1,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,0,4,7,8,2,6,2,3,2,2,7
37,0,44,1,0.31,1,24,2,1,5,5,6,5,7,5,6,5,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,7,6,8,6,9,6,7,7,2,7
37,0,45,0,-0.01,1,28,2,1,6,7,6,6,5,6,7,7,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,0,6,4,7,4,5,2,4,3,2,7
37,0,46,0,0.09,1,26,2,0,6,8,9,8,9,7,7,4,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,8,5,9,7,6,5,6,6,2,7
37,0,47,0,0.32,1,30,2,0,,3,8,4,6,3,4,4,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,0,3,5,7,6,6,6,5,5,2,7
37,0,48,0,0.57,1,22,2,0,3,6,6,5,4,4,4,3,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,8,5,6,9,4,6,7,6,2,7
37,0,49,0,-0.01,0,25,4,0,6,8,8,6,8,3,7,4,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,0,6,5,5,4,4,4,3,3,2,7
37,0,50,0,0.02,0,27,1,0,5,,,,,,7,7,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,6,3,6,8,4,4,5,4,2,7
37,0,51,0,-0.47,1,23,2,0,2,9,9,3,7,7,7,8,1,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,7,4,7,7,6,8,6,2,1,7
37,0,52,1,-0.05,1,21,2,1,5,7,6,7,6,5,6,4,,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,2,6,6,6,4,5,5,5,2,7
37,0,53,0,0.46,1,28,2,0,7,8,8,7,8,7,7,7,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,7,7,7,4,7,4,6,4,2,7
37,0,54,0,0.68,1,28,2,0,6,8,7,6,8,6,7,5,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,0,4,3,4,2,3,3,3,3,2,7
37,0,55,0,-0.27,0,23,1,0,6,9,9,7,7,,7,7,2,27,Organizational Psychology,3,,2,5,8,Organizational Change Consultant,1,5,7,6,7,4,5,4,4,2,7
38,0,40,0,-0.15,0,25,4,0,8,9,10,9,10,7,3,1,2,23,Law,1,,1,8,1,law,0,2,8,10,3,10,3,5,1,2,1
38,0,41,0,-0.19,0,30,4,0,5,5,5,5,5,,,,2,23,Law,1,,1,8,1,law,0,1,1,10,1,10,1,1,1,2,1
38,0,42,0,0.13,0,23,4,0,6,10,9,8,10,,8,5,2,23,Law,1,,1,8,1,law,0,8,8,10,7,7,7,8,1,2,1
38,0,43,0,-0.61,0,24,2,0,4,6,7,6,7,2,5,2,2,23,Law,1,,1,8,1,law,0,3,7,10,4,8,2,5,1,2,1
38,0,44,0,-0.16,0,24,2,1,7,6,6,7,6,5,7,6,2,23,Law,1,,1,8,1,law,0,5,10,7,4,5,7,5,1,2,1
38,0,45,0,-0.19,0,28,2,1,6,6,7,9,7,7,7,7,2,23,Law,1,,1,8,1,law,0,6,6,8,3,8,3,4,1,2,1
38,0,46,0,-0.32,0,26,2,1,8,8,8,10,8,7,8,5,2,23,Law,1,,1,8,1,law,0,10,6,6,9,5,3,6,2,2,1
38,0,47,0,-0.14,0,30,2,1,6,7,7,6,6,6,6,5,2,23,Law,1,,1,8,1,law,0,7,9,7,7,4,3,8,2,2,1
38,0,48,0,0.37,0,22,2,0,7,7,7,8,,6,8,4,2,23,Law,1,,1,8,1,law,1,8,6,5,8,5,3,8,4,2,1
38,0,49,1,-0.36,0,25,4,1,8,7,7,8,8,4,8,6,2,23,Law,1,,1,8,1,law,1,9,9,9,8,5,3,7,2,2,1
38,0,50,1,0.41,1,27,1,1,,,,,,,7,8,1,23,Law,1,,1,8,1,law,1,8,8,8,9,9,7,7,6,1,1
38,0,51,0,-0.3,0,23,2,0,6,8,8,6,7,7,8,6,1,23,Law,1,,1,8,1,law,0,8,7,9,8,8,3,7,1,1,1
38,0,52,0,0.32,0,21,2,0,7,7,7,7,7,5,5,3,2,23,Law,1,,1,8,1,law,0,2,9,9,3,8,3,6,2,2,1
38,0,53,0,0.22,0,28,2,0,6,9,9,8,9,6,6,6,2,23,Law,1,,1,8,1,law,0,3,9,9,3,9,5,2,1,2,1
38,0,54,0,0.11,0,28,2,0,6,8,9,7,8,6,6,3,2,23,Law,1,,1,8,1,law,0,3,9,9,5,9,5,5,1,2,1
38,0,55,1,0.11,1,23,1,1,8,10,10,10,10,10,10,10,1,23,Law,1,,1,8,1,law,1,8,8,8,8,9,8,9,6,1,1
39,0,40,0,0.07,0,25,4,0,3,10,9,10,4,4,3,1,2,24,Law,1,,3,6,4,lawyer,1,6,7,9,9,9,8,7,6,2,1
39,0,41,0,-0.43,0,30,4,0,5,5,5,10,5,,,1,2,24,Law,1,,3,6,4,lawyer,0,3,10,9,6,8,,5,5,2,1
39,0,42,0,0.52,0,23,4,0,4,9,8,6,6,5,6,2,2,24,Law,1,,3,6,4,lawyer,1,5,5,9,7,9,,6.5,6,2,1
39,0,43,0,-0.23,0,24,2,0,3,7,7,7,5,3,6,4,2,24,Law,1,,3,6,4,lawyer,1,7,9,8,7,6,5,8,7,2,1
39,0,44,0,-0.01,0,24,2,1,8,5,5,5,5,4,5,5,2,24,Law,1,,3,6,4,lawyer,0,4,7,7,4,5,1,2,1,2,1
39,0,45,0,-0.08,0,28,2,0,5,7,5,5,6,5,5,7,2,24,Law,1,,3,6,4,lawyer,0,4,5,7,1,5,1,5,1,2,1
39,0,46,0,-0.17,0,26,2,0,6,8,7,9,7,6,8,5,2,24,Law,1,,3,6,4,lawyer,0,8,6,9,9,6,,5,2,2,1
39,0,47,1,0.12,0,30,2,1,3,7,6,5,5,6,5,6,2,24,Law,1,,3,6,4,lawyer,1,5,5,8,8,5,7,7,5,2,1
39,0,48,0,0.5,0,22,2,0,3,5,5,6,5,3,4,3,2,24,Law,1,,3,6,4,lawyer,1,8,5,6,7,5,5,7,3,2,1
39,0,49,0,-0.32,0,25,4,0,7,8,7,8,4,5,7,4,2,24,Law,1,,3,6,4,lawyer,0,5,7,7,7,9,,6,3,2,1
39,0,50,0,0.02,0,27,1,0,,,,,,,8,,2,24,Law,1,,3,6,4,lawyer,1,5,6,8,10,8,,7,5,2,1
39,0,51,0,-0.46,0,23,2,0,1,8,8,8,8,9,9,8,1,24,Law,1,,3,6,4,lawyer,0,3,1,8,1,9,,1,1,1,1
39,0,52,0,0.01,0,21,2,0,4,6,6,6,7,5,5,2,2,24,Law,1,,3,6,4,lawyer,1,3,9,9,6,9,,6,2,2,1
39,0,53,0,0.72,0,28,2,0,5,8,8,7,9,6,6,6,2,24,Law,1,,3,6,4,lawyer,1,8,7,9,5,5,,7,5,2,1
39,0,54,0,0.54,0,28,2,0,3,8,7,8,7,5,6,5,2,24,Law,1,,3,6,4,lawyer,0,4,8,8,5,6,,5,3,,1
39,0,55,0,-0.08,0,23,1,0,5,9,10,9,10,9,8,9,2,24,Law,1,,3,6,4,lawyer,0,6,7,8,10,7,,7,3,2,1
40,1,21,0,-0.23,1,21,4,0,6,8,7,9,5,7,9,1,1,25,Operations Research,5,,4,9,6,tech professional,0,3,10,10,6,4,7,4,1,2,5
40,1,22,0,0.29,0,27,1,0,5,7,7,6,7,5,6,4,2,25,Operations Research,5,,4,9,6,tech professional,0,4,10,8,8,6,4,3,1,2,5
40,1,23,0,0.22,1,21,4,1,5,7,6,6,6,7,8,6,2,25,Operations Research,5,,4,9,6,tech professional,0,5,4,3,7,4,3,1,1,2,5
40,1,24,0,-0.31,0,27,2,0,5,6,7,7,7,,6,3,2,25,Operations Research,5,,4,9,6,tech professional,0,5,10,9,9,8,5,2,3,2,5
40,1,25,0,-0.12,0,25,2,0,7,8,9,6,8,5,6,4,2,25,Operations Research,5,,4,9,6,tech professional,0,8,10,9,9,8,4,3,1,2,5
40,1,26,0,-0.38,0,23,2,0,2,5,5,3,5,2,2,2,2,25,Operations Research,5,,4,9,6,tech professional,0,8,9,9,8,7,4,3,1,2,5
40,1,27,0,-0.13,0,22,3,0,2,6,6,6,6,,3,3,2,25,Operations Research,5,,4,9,6,tech professional,0,9,8,6,8,7,5,5,2,2,5
40,1,28,0,,0,26,2,0,3,6,6,6,5,2,2,4,2,25,Operations Research,5,,4,9,6,tech professional,0,8,8,7,8,7,3,6,2,2,5
40,1,29,0,0.11,0,22,2,0,4,9,4,4,5,,5,4,2,25,Operations Research,5,,4,9,6,tech professional,0,5,6,3,4,3,3,1,,2,5
40,1,30,0,0.19,0,23,2,0,3,6,6,5,6,5,6,5,2,25,Operations Research,5,,4,9,6,tech professional,0,6,6,8,7,8,4,2,1,2,5
40,1,31,0,-0.19,0,24,2,0,4,6,6,6,6,4,5,4,2,25,Operations Research,5,,4,9,6,tech professional,0,7,5,4,4,8,3,2,1,2,5
40,1,32,0,-0.05,1,27,4,0,4,8,7,9,,6,5,5,2,25,Operations Research,5,,4,9,6,tech professional,0,8,10,10,7,8,4,5,1,2,5
40,1,33,0,-0.29,0,30,2,1,6,8,7,10,7,4,8,5,2,25,Operations Research,5,,4,9,6,tech professional,0,6,10,10,8,5,3,6,1,2,5
40,1,34,0,0.01,1,21,4,0,4,4,5,4,4,,5,6,2,25,Operations Research,5,,4,9,6,tech professional,0,8,7,6,8,6,4,5,2,2,5
40,1,35,0,-0.25,0,25,2,1,6,8,9,7,7,8,7,7,2,25,Operations Research,5,,4,9,6,tech professional,0,5,6,6,5,7,3,3,1,2,5
40,1,36,0,-0.04,0,26,2,0,2,5,2,3,1,3,2,5,2,25,Operations Research,5,,4,9,6,tech professional,0,5,8,9,7,8,4,3,2,2,5
40,1,37,0,0.13,0,27,2,0,2,4,5,4,4,3,3,6,2,25,Operations Research,5,,4,9,6,tech professional,0,4,6,8,7,6,3,1,1,2,5
40,1,38,0,-0.15,0,23,1,0,2,8,10,3,10,3,5,1,2,25,Operations Research,5,,4,9,6,tech professional,0,8,9,10,9,10,7,3,1,2,5
40,1,39,0,0.07,0,24,3,1,6,7,9,9,9,8,7,6,2,25,Operations Research,5,,4,9,6,tech professional,0,3,10,9,10,4,4,3,1,2,5
41,1,21,0,-0.3,1,21,4,0,5,8,7,5,9,5,7,2,2,30,law,1,,4,1,1,law,0,5,5,5,5,5,,5,,2,1
41,1,22,0,-0.23,0,27,1,0,4,7,6,6,7,2,3,3,2,30,law,1,,4,1,1,law,0,5,5,5,5,5,,5,,2,1
41,1,23,0,0.06,1,21,4,0,5,7,7,6,6,7,7,6,2,30,law,1,,4,1,1,law,0,8,8,8,8,8,,5,,2,1
41,1,24,0,-0.07,0,27,2,0,7,8,,,8,,8,4,2,30,law,1,,4,1,1,law,0,5,5,5,5,5,,5,,2,1
41,1,25,0,0.09,0,25,2,0,5,8,8,6,8,5,7,3,2,30,law,1,,4,1,1,law,1,5,5,5,5,5,,5,,2,1
41,1,26,0,-0.05,0,23,2,0,2,5,5,3,5,2,2,2,2,30,law,1,,4,1,1,law,1,5,5,5,5,5,,5,,2,1
41,1,27,0,-0.04,0,22,3,0,1,6,4,2,1,,2,1,2,30,law,1,,4,1,1,law,1,8,8,8,8,8,,8,,2,1
41,1,28,0,,0,26,2,0,2,6,5,4,5,2,2,2,2,30,law,1,,4,1,1,law,1,8,8,8,8,8,8,5,,2,1
41,1,29,0,-0.57,0,22,2,0,4,8,6,3,6,,4,4,2,30,law,1,,4,1,1,law,0,8,8,8,8,8,,8,,2,1
41,1,30,0,-0.44,0,23,2,0,8,9,8,5,9,5,8,5,2,30,law,1,,4,1,1,law,0,10,10,10,10,10,,7,,2,1
41,1,31,0,-0.43,0,24,2,0,3,6,6,3,6,2,,,2,30,law,1,,4,1,1,law,0,8,8,8,8,8,,8,,2,1
41,1,32,0,-0.22,1,27,4,0,7,8,9,,9,7,7,5,2,30,law,1,,4,1,1,law,0,10,10,10,10,10,,8,,2,1
41,1,33,0,0.41,0,30,2,0,2,6,7,4,6,2,5,2,2,30,law,1,,4,1,1,law,1,10,10,10,10,10,,8,,2,1
41,1,34,0,-0.2,1,21,4,0,3,4,7,4,4,,5,7,2,30,law,1,,4,1,1,law,1,10,10,10,10,10,,8,,2,1
41,1,35,0,-0.27,0,25,2,0,5,9,8,6,7,6,6,7,2,30,law,1,,4,1,1,law,0,10,5,10,5,5,,,,2,1
41,1,36,0,-0.39,0,26,2,0,1,2,2,1,8,2,2,5,2,30,law,1,,4,1,1,law,0,5,5,5,5,5,,,,2,1
41,1,37,0,-0.14,0,27,2,0,2,5,6,3,4,3,3,5,2,30,law,1,,4,1,1,law,0,5,5,5,5,5,,,,2,1
41,1,38,0,-0.19,0,23,1,0,1,1,10,1,10,1,1,1,2,30,law,1,,4,1,1,law,0,5,5,5,5,5,,,,2,1
41,1,39,0,-0.43,0,24,3,0,3,10,9,6,8,,5,5,2,30,law,1,,4,1,1,law,0,5,5,5,10,5,,,1,2,1
42,1,21,0,0.46,1,21,4,1,8,9,8,8,7,6,9,3,,23,Mechanical Engineering,5,,4,1,6,Engineer,0,3,10,9,5,9,2,6,7,2,5
42,1,22,0,0.44,0,27,1,0,5,6,6,5,6,3,3,2,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,3,6,8,5,5,1,2,1,2,5
42,1,23,0,0.41,1,21,4,1,6,6,7,6,6,6,6.5,5,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,6,10,9,8,9,,8,8,2,5
42,1,24,0,0.09,0,27,2,0,6,8,,7,,,7,5,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,7,6,7,9,8,2,3,1,2,5
42,1,25,0,0.58,0,25,2,0,6,7,8,7,9,7,7,5,2,23,Mechanical Engineering,5,,4,1,6,Engineer,1,8,9,7,7,5,,8,6,2,5
42,1,26,0,0.04,0,23,2,0,2,5,5,3,7,3,3,2,2,23,Mechanical Engineering,5,,4,1,6,Engineer,1,7,8,8,9,8,,7,4,2,5
42,1,27,0,-0.07,0,22,3,0,1,4,6,2,6,1,2,2,2,23,Mechanical Engineering,5,,4,1,6,Engineer,1,8,9,8,9,8,,9,6,2,5
42,1,28,0,,0,26,2,0,3,5,8,5,8,3,3,3,2,23,Mechanical Engineering,5,,4,1,6,Engineer,1,7,10,9,8,9,,8,6,2,5
42,1,29,0,0.1,0,22,2,0,6,8,7,5,5,,6,3,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,3,8,7,5,8,,4,1,2,5
42,1,30,0,0.46,0,23,2,0,6,7,8,7,8,7,8,6,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,4,7,7,6,6,,6,2,2,5
42,1,31,0,0.47,0,24,2,0,4,5,6,5,6,4,5,3,,23,Mechanical Engineering,5,,4,1,6,Engineer,0,8,7,8,2,9,,4,3,2,5
42,1,32,0,0.54,1,27,4,0,5,6,6,7,8,,6,5,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,5,9,10,8,10,4,5,4,2,5
42,1,33,0,0.77,0,30,2,0,6,8,6,6,6,5,5,3,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,6,10,10,8,10,6,6,2,2,5
42,1,34,0,0.35,1,21,4,0,5,4,5,6,7,6,5,5,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,6,9,7,6,6,3,5,6,2,5
42,1,35,0,0.19,0,25,2,0,6,8,9,8,7,9,8,6,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,3,8,7,7,10,4,4,1,2,5
42,1,36,0,0.29,0,26,2,0,2,2,4,1,5,1,2,3,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,4,7,7,5,6,,4,3,2,5
42,1,37,0,0.07,0,27,2,1,4,4,6,7,5,4,4,5,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,4,8,9,6,4,,4,2,2,5
42,1,38,0,0.13,0,23,1,0,8,8,10,7,7,7,8,1,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,6,10,9,8,10,,8,5,2,5
42,1,39,0,0.52,0,24,3,1,5,5,9,7,9,,6.5,6,2,23,Mechanical Engineering,5,,4,1,6,Engineer,0,4,9,8,6,6,5,6,2,2,5
43,1,21,0,0.43,0,21,4,0,5,8,8,4,9,3,6,1,2,24,Economics,8,,2,1,1,Academic,0,4,5,6,4,6,2,5,2,2,2
43,1,22,0,-0.04,0,27,1,0,5,7,7,5,7,3,4,3,2,24,Economics,8,,2,1,1,Academic,0,4,5,5,3,5,1,5,2,2,2
43,1,23,1,-0.35,0,21,4,1,5,7,8,6,6,7,7,6,2,24,Economics,8,,2,1,1,Academic,1,4,6,5,4,3,2,6,4,1,2
43,1,24,0,-0.32,1,27,2,0,7,8,8,8,,,7,5,2,24,Economics,8,,2,1,1,Academic,0,5,5,6,4,7,2,5,5,2,2
43,1,25,0,-0.2,1,25,2,0,4,5,10,4,10,4,4,5,2,24,Economics,8,,2,1,1,Academic,1,8,5,6,6,5,1,6,1,2,2
43,1,26,0,-0.02,1,23,2,0,2,6,7,1,7,2,2,3,2,24,Economics,8,,2,1,1,Academic,1,6,5,7,5,5,2,5,4,2,2
43,1,27,0,-0.16,0,22,3,0,1,6,7,6,4,3,2,3,1,24,Economics,8,,2,1,1,Academic,1,7,6,5,7,3,5,6,2,2,2
43,1,28,0,,1,26,2,0,4,6,5,4,4,3,3,4.5,2,24,Economics,8,,2,1,1,Academic,0,5,6,6,4,7,6,5,2,2,2
43,1,29,0,0.31,1,22,2,0,5,7,5,3,5,,5,4,,24,Economics,8,,2,1,1,Academic,0,4,4,5,4,6,5,5,2,2,2
43,1,30,0,0.21,1,23,2,0,4,6,6,5,7,6,6,5,2,24,Economics,8,,2,1,1,Academic,0,3,4,7,3,7,1,3,2,2,2
43,1,31,0,-0.48,1,24,2,0,4,5,6,5,5,5,5,4,2,24,Economics,8,,2,1,1,Academic,1,6,6,6,6,5,3,6,2,2,2
43,1,32,0,-0.13,0,27,4,0,5,7,7,6,9,5,5,3,2,24,Economics,8,,2,1,1,Academic,0,5,6,7,4,4,3,6,1,2,2
43,1,33,0,0.09,1,30,2,1,5,7,7,5,7,5,6,3,2,24,Economics,8,,2,1,1,Academic,0,4,4,7,3,6,4,4,3,2,2
43,1,34,0,-0.07,0,21,4,0,4,4,6,4,6,,5,4,2,24,Economics,8,,2,1,1,Academic,0,6,5,5,6,7,2,6,2,2,2
43,1,35,0,0.26,1,25,2,0,6,8,8,8,7,7,8,8,2,24,Economics,8,,2,1,1,Academic,1,7,4,7,3,7,5,5,1,2,2
43,1,36,0,0.05,1,26,2,0,1,1,1,1,1,1,1,6,2,24,Economics,8,,2,1,1,Academic,1,6,5,5,4,5,4,5,4,2,2
43,1,37,0,-0.02,1,27,2,0,4,7,8,2,6,2,3,2,2,24,Economics,8,,2,1,1,Academic,0,4,6,7,3,6,4,4,1,2,2
43,1,38,0,-0.61,0,23,1,0,3,7,10,4,8,2,5,1,2,24,Economics,8,,2,1,1,Academic,0,4,6,7,6,7,2,5,2,2,2
43,1,39,0,-0.23,0,24,3,1,7,9,8,7,6,5,8,7,2,24,Economics,8,,2,1,1,Academic,0,3,7,7,7,5,3,6,4,2,2
44,1,21,0,-0.4,0,21,4,0,7,7,8,5,7,2,6,1,2,24,Psychology,3,,2,3,3,academia,1,6,7,8,6,7,7,8,8,2,2
44,1,22,1,-0.21,0,27,1,1,6,8,8,7,7,6,6,6,2,24,Psychology,3,,2,3,3,academia,1,6,7,6,6,8,5,6,5,2,2
44,1,23,1,-0.17,0,21,4,1,7,7,7,6,6,9,9,10,1,24,Psychology,3,,2,3,3,academia,1,8,8,8,10,7,8,8,8,1,2
44,1,24,0,0.54,1,27,2,0,5,8,8,,8,6,7,7,2,24,Psychology,3,,2,3,3,academia,1,5,7,8,7,8,8,8,6,2,2
44,1,25,0,-0.29,1,25,2,0,6,7,9,7,9,3,5,4,2,24,Psychology,3,,2,3,3,academia,1,7,6,6,7,5,4,7,6,2,2
44,1,26,0,0.46,1,23,2,0,3,8,7,6,6,4,5,4,2,24,Psychology,3,,2,3,3,academia,1,8,7,7,8,7,7,9,7,2,2
44,1,27,0,0.44,0,22,3,0,1,3,4,2,2,1,1,4,2,24,Psychology,3,,2,3,3,academia,1,9,7,7,7,6,5,7,6,2,2
44,1,28,0,,1,26,2,0,4,6,7,4,5,2,2,4,2,24,Psychology,3,,2,3,3,academia,1,5,5,5,5,6,5,5,5,2,2
44,1,29,1,-0.41,1,22,2,1,8,6,7,3,7,2,6,4,2,24,Psychology,3,,2,3,3,academia,1,7,6,7,6,7,5,7,5,2,2
44,1,30,0,-0.27,1,23,2,0,6,9,7,5,6,3,7,4,2,24,Psychology,3,,2,3,3,academia,1,7,7,7,7,6,7,8,7,2,2
44,1,31,0,0,1,24,2,0,4,6,7,5,8,5,5,4,2,24,Psychology,3,,2,3,3,academia,1,9,7,7,6,7,7,9,7,2,2
44,1,32,0,-0.11,0,27,4,0,5,7,9,5,4,6,6,3,2,24,Psychology,3,,2,3,3,academia,1,7,6,6,7,7,8,9,8,2,2
44,1,33,0,-0.15,1,30,2,0,5,6,6,2,5,7,4,2,2,24,Psychology,3,,2,3,3,academia,1,6,7,7,6,6,8,6,6,2,2
44,1,34,0,-0.24,0,21,4,0,4,6,5,4,5,3,5,4,2,24,Psychology,3,,2,3,3,academia,1,8,7,8,7,6,6,8,8,2,2
44,1,35,0,-0.09,1,25,2,0,5,8,7,7,7,5,6,6,2,24,Psychology,3,,2,3,3,academia,1,8,7,8,,8,6,8,7,2,2
44,1,36,0,0.48,1,26,2,0,1,1,1,1,1,1,1,5,,24,Psychology,3,,2,3,3,academia,1,7,7,7,5,6,7,9,8,2,2
44,1,37,1,0.31,1,27,2,1,7,6,8,6,9,6,7,7,2,24,Psychology,3,,2,3,3,academia,1,5,5,6,5,7,5,6,5,2,2
44,1,38,0,-0.16,0,23,1,0,5,10,7,4,5,7,5,1,2,24,Psychology,3,,2,3,3,academia,1,7,6,6,7,6,5,7,6,2,2
44,1,39,0,-0.01,0,24,3,0,4,7,7,4,5,1,2,1,2,24,Psychology,3,,2,3,3,academia,1,8,5,5,5,5,4,5,5,2,2
